temperature,hometime,workload,earlymeeting,food_cate,food
25.24136161804199,6,Normal,0,korean,cold noodles
26.137985610961923,6,Normal,1,korean,cold noodles
25.94700202941895,7,Normal,0,chinese,black bean sauce noodle
25.42728462219239,8,Normal,1,chinese,black bean sauce noodle
26.41970138549805,0,No work,0,western,pasta
25.500557708740235,0,No work,0,vietnam,pho
26.827112197875977,7,Normal,0,mexican,burrito
25.63100090026856,7,Normal,0,korean,soybean paste stew
25.38368377685547,7,Normal,1,korean,cold noodles
24.473465347290038,6,Normal,0,korean,korean bbq
24.82551193237305,7,Normal,0,chinese,black bean sauce noodle
25.82071762084961,0,No work,0,korean,korean bbq
24.73110733032227,0,No work,0,korean,soybean paste stew
29.30721054077149,6,Low,0,japanese,donkatsu
23.84178810119629,7,Normal,0,chinese,black bean sauce noodle
26.163167190551764,6,Normal,0,korean,cold noodles
25.812501907348636,7,Normal,1,chinese,fried rice
23.50527687072755,6,Normal,0,korean,bibimbap
26.944017028808595,0,No work,0,vietnam,banh mi thit
25.49961128234864,0,No work,0,korean,cold noodles
28.730841445922852,6,Normal,0,chinese,black bean sauce noodle
25.706868362426764,6,Normal,1,western,pasta
25.14217796325684,6,Normal,0,korean,kimchi stew
31.09282455444336,6,Normal,0,korean,cold noodles
27.140878677368164,6,Low,0,western,pasta
28.367539978027345,0,No work,0,japanese,sushi
26.028733825683595,0,No work,0,japanese,sushi
26.901330947875977,7,Low,1,chinese,black bean sauce noodle
28.828368377685553,7,Normal,1,chinese,fried rice
25.40779113769531,7,Normal,0,japanese,donkatsu
26.967902374267577,7,Normal,1,western,pasta
26.74170188903809,7,Normal,0,korean,korean bbq
24.821743774414067,0,No work,0,indian,curry rice
28.049325561523442,0,No work,0,western,hotdog
28.732133865356445,6,Low,0,vietnam,pho
27.975927734375,6,Normal,0,korean,bibimbap
26.99766731262207,6,Normal,0,japanese,sushi
28.132929229736327,6,Normal,1,chinese,black bean sauce noodle
28.456159591674805,6,Normal,0,korean,kimchi stew
27.68542289733887,0,No work,0,western,pasta
27.53819580078125,0,No work,0,chinese,fried rice
28.72676773071289,6,Low,1,chinese,black bean sauce noodle
26.45584220886231,6,Low,0,chinese,black bean sauce noodle
25.881213760375978,6,Normal,0,korean,cold noodles
29.29824333190918,6,Low,0,western,hamburger
27.08292007446289,6,Normal,0,indian,curry rice
25.6682243347168,0,No work,0,vietnam,banh mi thit
28.334829330444336,0,No work,0,western,fried chicken
26.43604736328125,6,Normal,1,korean,kimchi stew
26.493611145019532,6,Normal,0,chinese,hotpot(huoguo)
28.71780128479004,6,High,0,western,hamburger
27.894321060180665,6,High,0,western,hamburger
26.14484786987305,8,Normal,0,korean,soybean paste stew
25.32047271728516,0,No work,0,indian,curry rice
24.503650665283203,0,No work,0,chinese,fried rice
20.624748992919926,7,Normal,0,western,hamburger
22.51756858825684,6,Low,0,western,hotdog
20.591351699829108,6,Normal,0,chinese,black bean sauce noodle
22.140660858154302,6,Normal,0,western,pasta
22.60925178527832,7,Normal,0,korean,soybean paste stew
22.162285614013676,0,No work,0,japanese,sushi
22.447631454467775,0,No work,0,japanese,sushi
22.755504989624022,6,High,0,korean,kimchi stew
21.81776580810547,6,Low,0,korean,cold noodles
22.7919361114502,6,Normal,0,japanese,sushi
20.021408462524413,7,Normal,0,chinese,black bean sauce noodle
22.430163192749024,6,Normal,0,vietnam,banh mi thit
22.157281112670898,0,No work,0,korean,bibimbap
24.03450012207031,0,No work,0,korean,cold noodles
24.700267028808604,6,Normal,0,korean,cold noodles
23.505412292480468,6,Low,0,vietnam,banh mi thit
21.270138549804688,6,Normal,0,japanese,donkatsu
24.41960067749024,7,High,1,western,pasta
22.349824523925786,9,High,1,indian,curry rice
21.954591369628908,0,No work,0,chinese,black bean sauce noodle
22.673691177368173,0,No work,0,korean,bibimbap
22.345678329467773,6,High,0,indian,curry rice
23.346937942504887,10,Normal,0,chinese,black bean sauce noodle
23.447550964355468,6,Low,0,korean,kimchi stew
20.824660110473637,6,Normal,1,chinese,black bean sauce noodle
23.608727264404298,6,Low,0,western,pasta
22.156449127197266,0,No work,0,korean,cold noodles
22.42925109863281,0,No work,0,korean,kimchi stew
22.833901596069342,9,Normal,1,western,pasta
17.220934295654303,6,Normal,1,western,pasta
12.756308555603027,9,Normal,0,japanese,sushi
14.501343154907227,6,Normal,0,japanese,sushi
12.498659133911133,10,Normal,0,korean,korean bbq
17.71197395324707,0,No work,0,chinese,black bean sauce noodle
16.245354080200194,0,No work,0,western,pasta
16.216342163085937,6,Low,0,korean,soybean paste stew
12.986296463012696,6,Normal,0,indian,curry rice
18.15051383972168,6,Normal,0,chinese,black bean sauce noodle
19.23765563964844,6,Normal,0,chinese,fried rice
14.76514892578125,7,Normal,0,korean,cold noodles
16.543193435668947,0,No work,0,chinese,black bean sauce noodle
16.244815063476562,0,No work,0,mexican,taco
20.711510467529298,8,Normal,0,western,pasta
13.945445251464847,6,Normal,1,western,hamburger
19.875636291503913,6,Normal,0,chinese,fried rice
16.36984519958496,8,Normal,1,western,pasta
17.388805389404293,6,High,1,korean,bibimbap
13.220403671264648,0,No work,0,japanese,sushi
14.889451789855958,0,No work,0,indian,curry rice
16.931280899047852,6,Normal,1,chinese,black bean sauce noodle
17.97576026916504,6,Normal,0,vietnam,banh mi thit
15.098464393615725,9,Normal,0,chinese,hotpot(huoguo)
17.782349395751954,6,Normal,0,korean,cold noodles
20.36393051147461,6,Normal,0,indian,curry rice
21.144273376464845,0,No work,0,western,pasta
17.578804779052735,0,No work,0,chinese,black bean sauce noodle
17.635443878173827,6,Low,0,korean,cold noodles
16.653908157348635,6,Normal,1,chinese,black bean sauce noodle
17.853033828735352,7,Normal,0,chinese,black bean sauce noodle
19.437414550781245,9,High,0,western,pasta
6.954653549194338,7,Normal,1,japanese,sushi
1.0669750213623048,0,No work,0,mexican,burrito
5.779969024658205,0,No work,0,chinese,fried rice
2.539831352233887,6,Normal,0,vietnam,banh mi thit
8.731452941894531,6,Normal,1,western,hamburger
6.496964550018312,8,High,0,japanese,sushi
1.6880990982055666,7,Low,1,japanese,sushi
4.801101493835451,6,High,0,korean,cold noodles
4.681979370117189,0,No work,0,japanese,sushi
11.552388381958007,0,No work,0,western,pasta
3.2661134719848635,7,Normal,1,korean,soybean paste stew
7.589689922332764,6,Normal,0,korean,cold noodles
7.9885288238525405,7,Normal,0,korean,cold noodles
5.446889877319336,6,Normal,0,japanese,sushi
11.978734588623047,6,Normal,0,western,pasta
6.264988231658937,0,No work,0,chinese,black bean sauce noodle
17.462319946289064,0,No work,0,japanese,donkatsu
6.534072303771973,6,Normal,0,chinese,fried rice
6.887040710449218,6,Low,0,vietnam,pho
4.676248455047609,6,Normal,1,western,pasta
8.463844299316406,6,Normal,1,korean,bibimbap
5.8953958511352536,9,Normal,0,chinese,fried rice
9.119594764709475,0,No work,0,vietnam,banh mi thit
7.515224933624268,0,No work,0,japanese,sushi
7.973189163208008,8,Low,1,western,pasta
8.805327987670898,7,Normal,0,chinese,black bean sauce noodle
7.828819084167482,6,Normal,0,vietnam,banh mi thit
7.645386600494385,6,High,1,korean,bibimbap
8.638235664367675,6,Normal,0,japanese,sushi
11.612041282653811,0,No work,0,chinese,fried rice
0.7472759008407593,0,No work,0,korean,cold noodles
7.442009305953981,6,Normal,0,western,pasta
2.7798722743988042,8,Normal,0,japanese,sushi
-2.374723768234253,6,Normal,0,japanese,sushi
-1.4368936061859132,7,Normal,0,indian,curry rice
1.3128486394882204,6,High,0,western,steak
0.4938709497451783,0,No work,0,western,steak
0.14503815174102785,0,No work,0,western,hamburger
2.4503842830657963,6,Normal,0,korean,kimchi stew
2.5330246448516847,9,Normal,0,chinese,black bean sauce noodle
1.6096949338912965,7,High,1,korean,bibimbap
4.08409276008606,6,Normal,1,korean,soybean paste stew
2.115399694442749,8,Normal,1,korean,cold noodles
0.3481550455093384,0,No work,0,chinese,black bean sauce noodle
1.977501678466797,0,No work,0,vietnam,banh mi thit
3.760422658920288,6,Normal,0,western,pasta
1.1067301392555238,6,Normal,0,vietnam,banh mi thit
0.994223952293396,8,Normal,1,korean,bibimbap
1.835722541809082,7,Normal,0,chinese,black bean sauce noodle
0.6573985815048218,6,Normal,0,korean,cold noodles
3.5675528049468994,0,No work,0,western,pasta
0.4114782094955445,0,No work,0,chinese,fried rice
4.4200309276580825,8,High,0,chinese,black bean sauce noodle
2.8453230381011965,6,High,0,chinese,fried rice
-1.9458192348480223,6,Low,0,korean,soybean paste stew
4.372863531112672,6,Normal,0,vietnam,banh mi thit
1.5801968574523926,6,High,0,western,fried chicken
-0.2041768789291382,0,No work,0,indian,curry rice
2.665660810470581,0,No work,0,japanese,sushi
-0.5853804349899292,6,High,1,western,pasta
0.6839053869247437,6,High,0,chinese,black bean sauce noodle
